Date,Ticker,Open,High,Low,Close,Adj Close,Volume
3/8/22,SPY,419.619995,427.209991,415.119995,416.25,402.2229,164772700
3/9/22,SPY,425.140015,429.51001,422.820007,427.410004,413.006805,116990800
3/10/22,SPY,422.519989,426.429993,420.440002,425.480011,411.141907,93972700
3/11/22,SPY,428.119995,428.769989,419.529999,420.070007,405.914124,95636300
3/14/22,SPY,420.890015,424.549988,415.790009,417,402.947632,95729200
3/15/22,SPY,419.769989,426.839996,418.420013,426.170013,411.808563,106219100
3/16/22,SPY,429.890015,435.679993,424.799988,435.619995,420.940186,144954800
3/17/22,SPY,433.589996,441.070007,433.190002,441.070007,426.206512,102676900
3/18/22,SPY,438,444.859985,437.220001,444.519989,430.874603,106345500
3/21/22,SPY,444.339996,446.459991,440.679993,444.390015,430.748657,88349800
3/22/22,SPY,445.859985,450.579987,445.859985,449.589996,435.789001,74650400
3/23/22,SPY,446.910004,448.48999,443.709991,443.799988,430.176758,79426100
3/24/22,SPY,445.940002,450.5,444.76001,450.48999,436.661377,64736900
3/25/22,SPY,451.160004,452.980011,448.429993,452.690002,438.793823,77101300
3/28/22,SPY,452.059998,455.910004,450.059998,455.910004,441.914978,68529800
3/29/22,SPY,460.019989,462.070007,457.179993,461.549988,447.381836,86581500
3/30/22,SPY,460.339996,461.200012,456.470001,458.700012,444.619385,79666900
3/31/22,SPY,457.890015,458.76001,451.160004,451.640015,437.776093,121699900
4/1/22,SPY,453.309998,453.459991,449.140015,452.920013,439.016815,89048800
4/4/22,SPY,453.130005,456.910004,452.26001,456.799988,442.777649,59601000
4/5/22,SPY,455.220001,457.829987,449.820007,451.029999,437.184814,74214500
4/6/22,SPY,446.890015,448.929993,443.470001,446.519989,432.813232,106898000
4/7/22,SPY,445.589996,450.690002,443.529999,448.769989,434.994171,78097200
4/8/22,SPY,447.970001,450.630005,445.940002,447.570007,433.831024,79272700
4/11/22,SPY,444.109985,445,439.390015,439.920013,426.415863,89770500
4/12/22,SPY,443.079987,445.75,436.649994,438.290009,424.835907,84363600
4/13/22,SPY,438.029999,444.109985,437.839996,443.309998,429.701752,74070400
4/14/22,SPY,443.549988,444.730011,437.679993,437.790009,424.351257,97869500
4/18/22,SPY,436.809998,439.75,435.609985,437.970001,424.525696,66002500
4/19/22,SPY,437.859985,445.799988,437.679993,445.040009,431.378662,77821000
4/20/22,SPY,446.920013,447.570007,443.480011,444.709991,431.058838,65224400
4/21/22,SPY,448.540009,450.01001,437.100006,438.059998,424.612946,85417300
4/22/22,SPY,436.910004,438.079987,425.440002,426.040009,412.961914,132471800
4/25/22,SPY,423.670013,428.690002,418.839996,428.51001,415.35614,119647700
4/26/22,SPY,425.829987,426.040009,416.070007,416.100006,403.327057,103996300
4/27/22,SPY,417.23999,422.920013,415.01001,417.269989,404.461121,122030000
4/28/22,SPY,422.290009,429.640015,417.600006,427.809998,414.677582,105449100
4/29/22,SPY,423.589996,425.869995,411.209991,412,399.352875,145491100
5/2/22,SPY,412.070007,415.920013,405.019989,414.480011,401.756775,158312500
5/3/22,SPY,415.01001,418.929993,413.359985,416.380005,403.59845,100028200
5/4/22,SPY,417.079987,429.660004,413.709991,429.059998,415.889221,144247900
5/5/22,SPY,424.549988,425,409.440002,413.809998,401.10733,172929100
5/6/22,SPY,411.100006,414.799988,405.730011,411.339996,398.713135,151770800
5/9/22,SPY,405.100006,406.410004,396.5,398.170013,385.947418,155586100
5/10/22,SPY,404.48999,406.079987,394.820007,399.089996,386.839172,132497200
5/11/22,SPY,398.070007,404.040009,391.959991,392.75,380.693787,142361000
5/12/22,SPY,389.369995,395.799988,385.149994,392.339996,380.296356,125090800
5/13/22,SPY,396.709991,403.179993,395.609985,401.720001,389.388489,104174400
5/16/22,SPY,399.980011,403.970001,397.600006,400.089996,387.808502,78622400
5/17/22,SPY,406.529999,408.570007,402.579987,408.320007,395.785858,83029700
5/18/22,SPY,403.5,403.799988,390.549988,391.859985,379.831085,117674500
5/19/22,SPY,388.619995,394.140015,387.109985,389.459991,377.504791,98510700
5/20/22,SPY,393.25,397.029999,380.540009,389.630005,377.669586,131432200
5/23/22,SPY,392.829987,397.730011,390.380005,396.920013,384.73584,76414900
5/24/22,SPY,392.559998,395.149994,386.959991,393.890015,381.798859,91448800
5/25/22,SPY,392.309998,399.450012,391.890015,397.369995,385.171967,91472900
5/26/22,SPY,398.670013,407.040009,398.450012,405.309998,392.868225,82168300
5/27/22,SPY,407.910004,415.380005,407.700012,415.26001,402.512878,84768700
5/31/22,SPY,413.549988,416.459991,410.029999,412.929993,400.254333,95937000
6/1/22,SPY,415.170013,416.23999,406.929993,409.589996,397.016846,86585800
6/2/22,SPY,409.420013,417.440002,407.040009,417.390015,404.577423,79609600
6/3/22,SPY,412.399994,414.040009,409.51001,410.540009,397.937714,71874300
6/6/22,SPY,414.779999,416.609985,410.549988,411.790009,399.149323,57508900
6/7/22,SPY,408.100006,416.220001,407.609985,415.73999,402.978058,59272400
6/8/22,SPY,413.929993,415.820007,410.380005,411.220001,398.596832,64350000
6/9/22,SPY,409.339996,411.73999,401.440002,401.440002,389.117035,86289800
6/10/22,SPY,394.880005,395.779999,389.75,389.799988,377.834351,132893900
6/13/22,SPY,379.850006,381.809998,373.299988,375,363.488708,170004900
6/14/22,SPY,376.850006,377.940002,370.589996,373.869995,362.393341,104011800
6/15/22,SPY,377.359985,383.899994,372.119995,379.200012,367.559753,125666800
6/16/22,SPY,370.51001,370.940002,364.079987,366.649994,355.394989,134473300
6/17/22,SPY,365.51001,369.380005,362.170013,365.859985,356.161163,111113900
6/21/22,SPY,371.890015,376.529999,371.809998,375.070007,365.126984,76811900
6/22/22,SPY,370.619995,378.720001,370.179993,374.390015,364.465027,90059400
6/23/22,SPY,376.640015,378.829987,372.890015,378.059998,368.03775,79292100
6/24/22,SPY,381.399994,390.089996,381.369995,390.079987,379.739075,98050300
6/27/22,SPY,391.049988,391.359985,387.440002,388.589996,378.288635,66009600
6/28/22,SPY,390.230011,393.160004,380.529999,380.649994,370.559082,86548900
6/29/22,SPY,381.230011,382.269989,378.420013,380.339996,370.257294,65676000
6/30/22,SPY,376.23999,380.660004,372.559998,377.25,367.249207,112508300
7/1/22,SPY,376.559998,381.700012,373.799988,381.23999,371.133392,74839700
7/5/22,SPY,375.880005,381.980011,372.899994,381.959991,371.834381,81438000
7/6/22,SPY,382.109985,385.869995,379.600006,383.25,373.090118,70426200
7/7/22,SPY,385.119995,389.829987,383.269989,388.98999,378.677948,64525900
7/8/22,SPY,387.269989,390.640015,385.660004,388.670013,378.366486,72397800
7/11/22,SPY,385.850006,386.869995,383.5,384.230011,374.044189,58366900
7/12/22,SPY,383.649994,386.160004,378.98999,380.829987,370.734283,62219200
7/13/22,SPY,375.100006,381.920013,374.660004,378.829987,368.787292,84224600
7/14/22,SPY,373.609985,379.049988,371.040009,377.910004,367.891693,89704800
7/15/22,SPY,382.549988,385.25,380.540009,385.130005,374.920288,79060400
7/18/22,SPY,388.380005,389.089996,380.660004,381.950012,371.824615,63203600
7/19/22,SPY,386.079987,392.869995,385.390015,392.269989,381.871002,78506000
7/20/22,SPY,392.470001,396.26001,391.029999,394.769989,384.304749,71843800
7/21/22,SPY,394.160004,398.839996,391.630005,398.790009,388.218201,64903900
7/22/22,SPY,398.920013,400.179993,392.75,395.089996,384.616302,72197300
7/25/22,SPY,395.75,396.470001,393.209991,395.570007,385.083557,53631500
7/26/22,SPY,393.839996,394.059998,389.950012,390.890015,380.527649,52946400
7/27/22,SPY,394.359985,402.880005,394.049988,401.040009,390.408508,82342100
7/28/22,SPY,401.890015,406.799988,398.149994,406.070007,395.305176,73966600
7/29/22,SPY,407.579987,413.029999,406.769989,411.98999,401.068268,87003700
8/1/22,SPY,409.149994,413.410004,408.399994,410.769989,399.880615,69997500
8/2/22,SPY,409.119995,413,406.820007,408.059998,397.242462,63435400
8/3/22,SPY,410.299988,415.679993,410,414.450012,403.463074,67820600
8/4/22,SPY,414.369995,415.089996,412.440002,414.170013,403.19046,45656600
8/5/22,SPY,409.660004,414.149994,409.600006,413.470001,402.509033,56814900
8/8/22,SPY,415.25,417.619995,411.829987,412.98999,402.041718,53886100
8/9/22,SPY,412.220001,412.75,410.220001,411.350006,400.445221,44931800
8/10/22,SPY,418.779999,420.140015,416.720001,419.98999,408.856201,68665700
8/11/22,SPY,422.98999,424.950012,419.209991,419.98999,408.856201,59489700
8/12/22,SPY,422.029999,427.209991,421.029999,427.100006,415.77771,61694500
8/15/22,SPY,424.769989,429.410004,424.709991,428.859985,417.491058,54048300
8/16/22,SPY,427.730011,431.730011,426.880005,429.700012,418.308746,59289000
8/17/22,SPY,425.910004,429.5,424.540009,426.649994,415.3396,63563400
8/18/22,SPY,426.859985,428.609985,425.5,427.890015,416.546753,49023200
8/19/22,SPY,424.980011,425.26001,421.220001,422.140015,410.949219,68016900
8/22/22,SPY,417.049988,417.230011,412.399994,413.350006,402.392212,77695600
8/23/22,SPY,412.899994,415.420013,411.769989,412.350006,401.418732,49105200
8/24/22,SPY,412.109985,415.109985,411.390015,413.670013,402.703705,49177800
8/25/22,SPY,415.23999,419.559998,414.089996,419.51001,408.388885,50942300
8/26/22,SPY,419.390015,419.959991,405.25,405.309998,394.565308,103087000
8/29/22,SPY,402.200012,405.839996,401.200012,402.630005,391.95639,65370800
8/30/22,SPY,403.850006,404.100006,396,398.209991,387.653534,85652400
8/31/22,SPY,399.929993,401.23999,395.040009,395.179993,384.703888,76029700
9/1/22,SPY,392.890015,396.779999,390.040009,396.420013,385.911011,78740100
9/2/22,SPY,400.279999,401.559998,390.329987,392.23999,381.841797,99632100
9/6/22,SPY,393.130005,394.119995,388.420013,390.76001,380.401093,76637400
9/7/22,SPY,390.429993,398.589996,390.200012,397.779999,387.234955,70964200
9/8/22,SPY,395.390015,400.859985,394.119995,400.380005,389.766022,80821700
9/9/22,SPY,402.73999,407.51001,402.459991,406.600006,395.821136,76706900
9/12/22,SPY,408.779999,411.730011,408.459991,410.970001,400.075317,69256300
9/13/22,SPY,401.829987,403.100006,391.920013,393.100006,382.679016,122947100
9/14/22,SPY,394.470001,396.200012,391.119995,394.600006,384.139252,85023700
9/15/22,SPY,392.959991,395.959991,388.779999,390.119995,379.778015,87633800
9/16/22,SPY,384.140015,386.25,382.109985,385.559998,376.880707,103084800
9/19/22,SPY,382.26001,388.549988,382.179993,388.549988,379.803436,73278500
9/20/22,SPY,385.059998,386.119995,381.200012,384.089996,375.443848,77274900
9/21/22,SPY,386.109985,389.309998,377.380005,377.390015,368.894653,106746600
9/22/22,SPY,376.579987,378.299988,373.440002,374.220001,365.796021,89472600
9/23/22,SPY,370.579987,370.619995,363.290009,367.950012,359.667145,122346900
9/26/22,SPY,366.410004,370.209991,363.029999,364.309998,356.10907,92581200
9/27/22,SPY,368.019989,370.399994,360.869995,363.380005,355.200043,108294100
9/28/22,SPY,364.380005,372.299988,362.600006,370.529999,362.189056,110802200
9/29/22,SPY,366.809998,367.109985,359.700012,362.790009,354.623322,112952300
9/30/22,SPY,361.799988,365.910004,357.040009,357.179993,349.139587,153711200
10/3/22,SPY,361.079987,368.549988,359.209991,366.609985,358.357269,89756500
10/4/22,SPY,372.399994,378,366.570007,377.970001,369.461609,103602800
10/5/22,SPY,373.390015,379.459991,370.950012,377.089996,368.601349,88065700
10/6/22,SPY,375.619995,378.720001,372.679993,373.200012,364.798981,82333500
10/7/22,SPY,368.970001,373.290009,360.940002,362.790009,354.623322,107789500
10/10/22,SPY,363.959991,364.209991,357.670013,360.019989,351.915649,76042800
10/11/22,SPY,358.23999,363.029999,355.709991,357.73999,349.686981,92482800
10/12/22,SPY,358.170013,359.820007,356.299988,356.559998,348.533508,76991800
10/13/22,SPY,349.209991,367.51001,348.109985,365.970001,357.73172,147254500
10/14/22,SPY,368.549988,370.26001,356.959991,357.630005,349.579468,123737000
10/17/22,SPY,364.01001,367.980011,357.279999,366.820007,358.562592,93168200
10/18/22,SPY,375.130005,375.450012,367.519989,371.130005,362.775543,97162900
10/19/22,SPY,368.98999,371.850006,365.549988,368.5,360.204773,79746900
10/20/22,SPY,368.029999,372.670013,364.609985,365.410004,357.184357,88283100
10/21/22,SPY,365.119995,374.799988,363.540009,374.290009,365.864441,131038400
10/24/22,SPY,375.890015,380.059998,373.109985,378.869995,370.341339,85436900
10/25/22,SPY,378.790009,385.25,378.670013,384.920013,376.255188,78846300
10/26/22,SPY,381.619995,387.579987,381.350006,382.019989,373.420441,104087300
10/27/22,SPY,383.070007,385,379.329987,379.980011,371.426361,81971800
10/28/22,SPY,379.869995,389.519989,379.679993,389.019989,380.262848,100302000
10/31/22,SPY,386.440002,388.399994,385.26001,386.209991,377.516083,96631300
11/1/22,SPY,390.140015,390.390015,383.290009,384.519989,375.864136,85407600
11/2/22,SPY,383.899994,388.630005,374.76001,374.869995,366.431366,126990400
11/3/22,SPY,371.470001,374.200012,368.790009,371.01001,362.658264,87100100
11/4/22,SPY,377,378.869995,370,376.350006,367.878082,103505200
11/7/22,SPY,377.709991,380.570007,375.529999,379.950012,371.397064,68286900
11/8/22,SPY,381.109985,385.119995,377.720001,382,373.400848,84641100
11/9/22,SPY,379.929993,381.140015,373.609985,374.130005,365.708038,78495500
11/10/22,SPY,388.049988,395.040009,385.640015,394.690002,385.805206,141455800
11/11/22,SPY,395.589996,399.350006,393.609985,398.51001,389.539246,93839900
11/14/22,SPY,396.660004,400.179993,394.829987,395.119995,386.225525,71903500
11/15/22,SPY,401.149994,402.309998,394.48999,398.48999,389.519623,93194500
11/16/22,SPY,396.779999,397.779999,394.790009,395.450012,386.548157,68508500
11/17/22,SPY,390.459991,394.950012,390.140015,394.23999,385.365356,74496300
11/18/22,SPY,397.73999,397.809998,393.040009,396.029999,387.115021,92922500
11/21/22,SPY,394.640015,395.820007,392.660004,394.589996,385.707489,51243200
11/22/22,SPY,396.630005,400.070007,395.149994,399.899994,390.897888,60429000
11/23/22,SPY,399.549988,402.929993,399.309998,402.420013,393.361237,68261600
11/25/22,SPY,401.829987,402.910004,401.540009,402.329987,393.273224,30545400
11/28/22,SPY,399.089996,400.809998,395.109985,395.910004,386.997742,67881600
11/29/22,SPY,396.049988,397.299988,393.299988,395.230011,386.333069,52310000
11/30/22,SPY,395.48999,407.679993,393.480011,407.679993,398.502808,144566700
12/1/22,SPY,408.769989,410,404.75,407.380005,398.209564,76398200
12/2/22,SPY,402.25,407.859985,402.140015,406.910004,397.750092,85342700
12/5/22,SPY,403.950012,404.929993,398.170013,399.589996,390.59491,77289800
12/6/22,SPY,399.420013,399.98999,391.640015,393.829987,384.964508,77972200
12/7/22,SPY,392.940002,395.640015,391.970001,393.160004,384.309662,65927900
12/8/22,SPY,395.140015,397.359985,393.269989,396.23999,387.320282,60737900
12/9/22,SPY,394.940002,397.619995,393.149994,393.279999,384.426971,81447700
12/12/22,SPY,394.109985,398.950012,393.410004,398.950012,389.96936,75405800
12/13/22,SPY,410.220001,410.48999,399.070007,401.970001,392.921295,123782500
12/14/22,SPY,401.609985,405.5,396.309998,399.399994,390.40918,108111300
12/15/22,SPY,394.299988,395.25,387.890015,389.630005,380.859131,117705900
12/16/22,SPY,385.179993,386.579987,381.040009,383.269989,376.36264,119858000
12/19/22,SPY,383.470001,383.820007,378.279999,380.019989,373.171204,79878100
12/20/22,SPY,379.230011,382.230011,377.850006,380.540009,373.681824,74427200
12/21/22,SPY,383.25,387.410004,382.690002,386.230011,379.269318,78167400
12/22/22,SPY,383.049988,386.209991,374.769989,380.720001,373.858612,100120900
12/23/22,SPY,379.649994,383.059998,378.029999,382.910004,376.009155,59857300
12/27/22,SPY,382.790009,383.149994,379.649994,381.399994,374.526337,51638200
12/28/22,SPY,381.329987,383.390015,376.420013,376.660004,369.871796,70911500
12/29/22,SPY,379.630005,384.350006,379.079987,383.440002,376.529572,66970900
12/30/22,SPY,380.640015,382.579987,378.429993,382.429993,375.537811,84022200
1/3/23,SPY,384.369995,386.429993,377.829987,380.820007,373.956787,74850700
1/4/23,SPY,383.179993,385.880005,380,383.76001,376.843842,85934100
1/5/23,SPY,381.720001,381.839996,378.76001,379.380005,372.542786,76970500
1/6/23,SPY,382.609985,389.25,379.410004,388.079987,381.085968,104189600
1/9/23,SPY,390.369995,393.700012,387.670013,387.859985,380.869904,73978100
1/10/23,SPY,387.25,390.649994,386.269989,390.579987,383.540894,65358100
1/11/23,SPY,392.230011,395.600006,391.380005,395.519989,388.391815,68881100
1/12/23,SPY,396.670013,398.48999,392.420013,396.959991,389.805908,90157700
1/13/23,SPY,393.619995,399.100006,393.339996,398.5,391.318176,63903900
1/17/23,SPY,398.480011,400.230011,397.059998,397.769989,390.601318,62677300
1/18/23,SPY,399.01001,400.119995,391.279999,391.48999,384.434479,99632300
1/19/23,SPY,389.359985,391.079987,387.26001,388.640015,381.635895,86958900
1/20/23,SPY,390.100006,396.040009,388.380005,395.880005,388.745392,91806400
1/23/23,SPY,396.720001,402.649994,395.720001,400.630005,393.40979,84178800
1/24/23,SPY,398.880005,401.149994,397.640015,400.200012,392.987518,59524900
1/25/23,SPY,395.950012,400.700012,393.559998,400.350006,393.134827,84800300
1/26/23,SPY,403.130005,404.920013,400.029999,404.75,397.455505,72287400
1/27/23,SPY,403.660004,408.160004,403.440002,405.679993,398.368774,68346200
1/30/23,SPY,402.799988,405.130005,400.279999,400.589996,393.370483,74202000
1/31/23,SPY,401.130005,406.529999,400.769989,406.480011,399.154388,86811800
2/1/23,SPY,405.209991,413.670013,402.350006,410.799988,403.396484,101459200
2/2/23,SPY,414.859985,418.309998,412.880005,416.779999,409.268738,101654500
2/3/23,SPY,411.589996,416.970001,411.089996,412.350006,404.91861,94736800
2/6/23,SPY,409.790009,411.290009,408.100006,409.829987,402.44397,60295300
2/7/23,SPY,408.869995,416.48999,407.570007,415.190002,407.707367,90990700
2/8/23,SPY,413.130005,414.529999,409.929993,410.649994,403.249207,76227500
2/9/23,SPY,414.410004,414.570007,405.809998,407.089996,399.753387,78694900
2/10/23,SPY,405.859985,408.440002,405.01001,408.040009,400.686279,70769700
2/13/23,SPY,408.720001,412.970001,408.23999,412.829987,405.389893,64913500
2/14/23,SPY,411.23999,415.049988,408.51001,412.640015,405.203339,88389300
2/15/23,SPY,410.350006,414.059998,409.470001,413.980011,406.519196,61555700
2/16/23,SPY,408.790009,412.910004,408.140015,408.279999,400.921906,76431500
2/17/23,SPY,406.059998,407.51001,404.049988,407.26001,399.920319,89257800
2/21/23,SPY,403.059998,404.160004,398.820007,399.089996,391.897522,82655900
2/22/23,SPY,399.519989,401.130005,397.019989,398.540009,391.357452,83742300
2/23/23,SPY,401.559998,402.200012,396.25,400.660004,393.43924,96242400
2/24/23,SPY,395.420013,397.25,393.640015,396.380005,389.236359,108194400
2/27/23,SPY,399.869995,401.290009,396.75,397.730011,390.562042,80444700
2/28/23,SPY,397.230011,399.279999,396.149994,396.26001,389.118561,96438600
3/1/23,SPY,395.410004,396.690002,393.380005,394.73999,387.625916,99706800
3/2/23,SPY,392.679993,398.690002,392.329987,397.809998,390.640625,85127800
3/3/23,SPY,399.709991,404.450012,399.029999,404.190002,396.905609,90120000
3/6/23,SPY,405.049988,407.450012,404.01001,404.470001,397.180542,72795900
3/7/23,SPY,404.420013,404.670013,397.630005,398.269989,391.092285,108310600
3/8/23,SPY,398.390015,399.709991,396.589996,398.920013,391.730591,74746600
3/9/23,SPY,399.73999,401.480011,390.529999,391.559998,384.503265,111945300
3/10/23,SPY,390.98999,393.160004,384.320007,385.910004,378.955078,189253000
3/13/23,SPY,381.809998,390.390015,380.649994,385.359985,378.414978,157790000
3/14/23,SPY,390.5,393.450012,387.049988,391.730011,384.670166,149752400
3/15/23,SPY,385.890015,389.48999,383.709991,389.279999,382.264343,172996900
3/16/23,SPY,386.820007,396.470001,386.290009,396.109985,388.971222,143254200
3/17/23,SPY,393.220001,394.399994,388.549988,389.98999,384.423096,140553400
3/20/23,SPY,390.799988,394.170013,390.070007,393.73999,388.119568,93055800
3/21/23,SPY,397.23999,399.410004,395.579987,398.910004,393.215759,91524200
3/22/23,SPY,398.730011,402.48999,392.070007,392.109985,386.512848,111746600
3/23/23,SPY,395.089996,399.290009,390.350006,393.170013,387.557709,119351300
3/24/23,SPY,391.839996,395.839996,389.399994,395.75,390.100891,107682400
3/27/23,SPY,398.119995,398.920013,395.559998,396.48999,390.830322,74010400
3/28/23,SPY,395.769989,396.48999,393.690002,395.600006,389.953033,62871700
3/29/23,SPY,399.929993,401.600006,398.679993,401.350006,395.620941,77497900
3/30/23,SPY,404.089996,404.350006,401.76001,403.700012,397.937408,69840000
3/31/23,SPY,404.660004,409.700012,404.549988,409.390015,403.546173,112062600
4/3/23,SPY,408.850006,411.369995,408.440002,410.950012,405.083923,67391100
4/4/23,SPY,411.619995,411.920013,407.23999,408.670013,402.836517,66601500
4/5/23,SPY,407.910004,408.700012,405.880005,407.600006,401.781769,65200200
4/6/23,SPY,406.769989,409.480011,405.679993,409.190002,403.34906,63743300
4/10/23,SPY,406.609985,409.690002,405.970001,409.609985,403.763031,63681000
4/11/23,SPY,410.26001,411.179993,408.920013,409.720001,403.87146,59297900
4/12/23,SPY,411.869995,412.170013,407.440002,408.049988,402.225311,86420400
4/13/23,SPY,409.179993,413.839996,407.98999,413.470001,407.567963,85814800
4/14/23,SPY,412.809998,415.089996,410.059998,412.459991,406.572357,78161500
4/17/23,SPY,412.369995,413.959991,411.089996,413.940002,408.031281,66436400
4/18/23,SPY,415.579987,415.720001,412.779999,414.209991,408.297394,63560000
4/19/23,SPY,412.220001,415.079987,412.160004,414.140015,408.228394,55227300
4/20/23,SPY,411.209991,413.700012,410.269989,411.880005,406.000641,75840400
4/21/23,SPY,412.190002,412.679993,410.170013,412.200012,406.316071,73457400
4/24/23,SPY,411.98999,413.070007,410.600006,412.630005,406.73996,64332100
4/25/23,SPY,410.579987,411.160004,406.019989,406.079987,400.283447,97766700
4/26/23,SPY,406.720001,407.839996,403.779999,404.359985,398.587952,80447000
4/27/23,SPY,407,412.690002,406.73999,412.410004,406.523071,92968400
4/28/23,SPY,411.48999,415.940002,411.429993,415.929993,409.992798,89335600
5/1/23,SPY,415.470001,417.619995,415.269989,415.51001,409.578827,62122300
5/2/23,SPY,414.769989,414.820007,407.820007,410.839996,404.975525,103998500
5/3/23,SPY,411.359985,413.869995,407.769989,408.019989,402.19574,91531800
5/4/23,SPY,406.929993,407.269989,403.73999,405.130005,399.347015,94901900
5/5/23,SPY,408.910004,413.720001,408.640015,412.630005,406.73996,87844000
5/8/23,SPY,412.970001,413.23999,411.279999,412.73999,406.848328,50046800
5/9/23,SPY,411.130005,412.089996,410.690002,410.929993,405.064209,49220100
5/10/23,SPY,413.880005,414.540009,408.869995,412.850006,406.956818,96142900
5/11/23,SPY,411.950012,412.429993,409.970001,412.130005,406.24704,70157100
5/12/23,SPY,413.420013,413.640015,409.070007,411.589996,405.714783,70439400
5/15/23,SPY,412.220001,413.429993,410.230011,413.01001,407.114502,54289400
5/16/23,SPY,411.859985,412.820007,410.23999,410.25,404.39389,57705500
5/17/23,SPY,412.350006,415.859985,410.640015,415.230011,409.302826,87287000
5/18/23,SPY,414.899994,419.670013,414.670013,419.230011,413.245758,97177200
5/19/23,SPY,420.170013,420.720001,417.350006,418.619995,412.64444,103679700
5/22/23,SPY,418.640015,420.390015,417.350006,418.790009,412.812042,60745400
5/23/23,SPY,417.079987,418.720001,413.679993,414.089996,408.179138,86383500
5/24/23,SPY,412.420013,412.820007,409.880005,411.089996,405.221924,89213700
5/25/23,SPY,414.73999,416.160004,412.410004,414.649994,408.731079,90961600
5/26/23,SPY,415.329987,420.769989,415.25,420.019989,414.024445,93830000
5/30/23,SPY,422.029999,422.579987,418.73999,420.179993,414.18219,72216000
5/31/23,SPY,418.279999,419.220001,416.220001,417.850006,411.885437,110811800
6/1/23,SPY,418.089996,422.920013,416.790009,421.820007,415.798767,88865000
6/2/23,SPY,424.5,428.73999,423.950012,427.920013,421.811707,91366700
6/5/23,SPY,428.279999,429.619995,426.369995,427.100006,421.003418,65460200
6/6/23,SPY,426.670013,428.579987,425.98999,428.029999,421.920135,64022200
6/7/23,SPY,428.440002,429.619995,426.109985,426.549988,420.461212,85373300
6/8/23,SPY,426.619995,429.600006,425.820007,429.130005,423.004425,61952800
